effective_vote_sum,error,error_ratio,error_type,file,retry_count,rows,status,total_seconds,total_votes,used_fast_parser,used_llm,valid_ballots,vote_diff
356,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 27/5ทับ18.pdf,0,10,PASS,0.01,356,True,False,356,0
428,,0.12336,moderate_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 28/5ทับ18(บช).pdf,0,57,REVIEW,0.056,428,True,False,381,47
407,,0.172911,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 28/5ทับ18.pdf,0,10,REVIEW,5.625,407,True,True,347,60
361,,0.013661,likely_ocr_handwriting_or_digit_error,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 29/5ทับ18(บช).pdf,0,57,REVIEW,24.225,361,True,True,366,5
6509,,18.546547,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 29/5ทับ18.pdf,0,10,REVIEW,7.635,6509,True,True,333,6176
452,,0.0,summary_ballot_inconsistency,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 3/5ทับ18(บช).pdf,0,57,REVIEW,28.188,452,True,True,452,0
434,,0.0,summary_ballot_inconsistency,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 3/5ทับ18.pdf,0,10,REVIEW,7.743,434,True,True,434,0
344,,,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 30/5ทับ18(บช).pdf,0,57,WARNING,0.075,344,True,False,,
351,,0.005731,small_vote_mismatch_warning,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 30/5ทับ18.pdf,0,10,WARNING,0.011,351,True,False,349,2
361,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 31/5ทับ18(บช).pdf,0,57,PASS,22.797,361,True,True,361,0
362,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 31/5ทับ18.pdf,0,10,PASS,0.014,362,True,False,362,0
322,,0.0,party_name_validation_error,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 32/5ทับ18(บช).pdf,0,57,REVIEW,28.662,322,True,True,322,0
314,,21.428571,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 32/5ทับ18.pdf,0,10,REVIEW,8.958,314,True,True,14,300
304,,0.0,party_name_warning,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 33/5ทับ18(บช).pdf,0,57,WARNING,26.059,304,True,True,304,0
264,,0.102041,moderate_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 33/5ทับ18.pdf,0,10,REVIEW,0.013,264,True,False,294,30
315,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 34/5ทับ18(บช).pdf,0,57,PASS,0.06,315,True,False,315,0
302,,0.163435,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 34/5ทับ18.pdf,0,10,REVIEW,6.638,302,True,True,361,59
337,,0.00597,small_vote_mismatch_warning,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 35/5ทับ18(บช).pdf,0,57,REVIEW,22.167,337,True,True,335,2
334,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 35/5ทับ18.pdf,0,10,WARNING,0.013,334,True,False,334,0
0,,,likely_llm_extraction_error,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 36/5ทับ18(บช).pdf,0,0,REVIEW,0.815,0,True,True,,
0,,,likely_llm_extraction_error,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 36/5ทับ18.pdf,0,0,REVIEW,1.053,0,True,True,,
361,,0.0,summary_ballot_inconsistency,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 37/5ทับ18(บช).pdf,0,57,REVIEW,24.523,361,True,True,361,0
344,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 37/5ทับ18.pdf,0,10,PASS,0.013,344,True,False,344,0
174,,0.603645,party_list_total_copy_error,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 38/5ทับ18(บช).pdf,0,23,REVIEW,11.638,646,True,True,439,265
439,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 38/5ทับ18.pdf,0,10,WARNING,0.016,439,True,False,439,0
460,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 39/5ทับ18(บช).pdf,0,57,WARNING,21.421,460,True,True,460,0
2041,,5.129129,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 39/5ทับ18.pdf,0,10,REVIEW,6.303,2041,True,True,333,1708
351,,0.005731,small_vote_mismatch_warning,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 4/5ทับ18(บช).pdf,0,39,WARNING,0.059,351,True,False,349,2
362,,0.05848,likely_ocr_handwriting_or_digit_error,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 4/5ทับ18.pdf,0,10,REVIEW,0.012,362,True,False,342,20
415,,0.004843,small_vote_mismatch_warning,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 41/5ทับ18(บช).pdf,0,57,REVIEW,22.51,415,True,True,413,2
339,,0.128535,moderate_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 41/5ทับ18.pdf,0,10,REVIEW,0.013,339,True,False,389,50
1032,,1.181818,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 42/5ทับ18(บช).pdf,0,57,REVIEW,30.612,1032,True,True,473,559
421,,0.904977,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 42/5ทับ18.pdf,0,10,REVIEW,6.39,421,True,True,221,200
363,,0.133652,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 43/5ทับ18(บช).pdf,0,57,REVIEW,24.626,363,True,True,419,56
401,,9.025,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 43/5ทับ18.pdf,0,10,REVIEW,7.424,401,True,True,40,361
319,,0.018462,likely_ocr_handwriting_or_digit_error,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 44/5ทับ18(บช).pdf,0,57,REVIEW,25.546,319,True,True,325,6
317,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 44/5ทับ18.pdf,0,10,WARNING,0.013,317,True,False,317,0
330,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 45/5ทับ18(บช).pdf,0,57,WARNING,0.061,330,True,False,330,0
310,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 45/5ทับ18.pdf,0,10,WARNING,0.01,310,True,False,310,0
229,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 5/5ทับ18(บช).pdf,0,57,WARNING,23.879,229,True,True,229,0
206,,0.0,clean,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 5/5ทับ18.pdf,0,10,PASS,0.013,206,True,False,206,0
524,,0.592705,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 6/5ทับ18(บช).pdf,0,57,REVIEW,17.801,524,True,True,329,195
318,,0.088825,moderate_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 6/5ทับ18.pdf,0,10,REVIEW,0.013,318,True,False,349,31
326,,0.0,warning_only,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 7/5ทับ18(บช).pdf,0,57,WARNING,0.059,326,True,False,326,0
312,,0.471698,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 7/5ทับ18.pdf,0,10,REVIEW,4.386,312,True,True,212,100
383,,0.146707,moderate_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 8/5ทับ18(บช).pdf,0,57,REVIEW,20.022,383,True,True,334,49
352,,0.113924,moderate_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 8/5ทับ18.pdf,0,9,REVIEW,0.012,352,True,False,316,36
348,,0.0,party_name_warning,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 9/5ทับ18(บช).pdf,0,57,WARNING,19.143,348,True,True,348,0
0,,,likely_llm_extraction_error,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ 9/5ทับ18.pdf,0,0,REVIEW,0.949,0,True,True,,
360,,0.0625,moderate_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ิ 40/5ทับ18(บช).pdf,0,57,REVIEW,19.416,360,True,True,384,24
669,,0.817935,large_vote_mismatch,rawData/เขต 2 อ.เมืองฯ/เขตไร่น้อย/เขตไร่น้อย/หน่วยเลือกตั้งที่ิ 40/5ทับ18.pdf,0,10,REVIEW,5.514,669,True,True,368,301
